Time(dataType: Time)	Temperature(unit: K, dataType: Double)	Humidity(unit: %rF, dataType: Double)
1352982851686	297.49	23.795
1352982853647	297.49	23.795
1352982855683	297.5	23.8
1352982857620	297.5	23.8
1352982859603	297.49	23.775
1352982861627	297.5	23.82
1352982863566	297.5	23.82
1352982865571	297.49	23.815
1352982867571	297.49	23.815
1352982869547	297.49	23.815
1352982871538	297.49	23.795
1352982873575	297.5	23.82
1352982875510	297.5	23.82
1352982877489	297.5	23.84
1352982879531	297.5	23.84
1352982881481	297.51	23.8
1352982883472	297.5	23.8
1352982885472	297.51	23.8
1352982887424	297.51	23.82
1352982889419	297.5	23.775
1352982891430	297.5	23.775
1352982893373	297.5	23.8
1352982895345	297.5	23.8
1352982897364	297.5	23.8
1352982899308	297.5	23.8
1352982901301	297.5	23.8
1352982903284	297.5	23.8
1352982905262	297.5	23.82
1352982907223	297.5	23.82
1352982909241	297.5	23.8
1352982911181	297.5	23.8
1352982913184	297.5	23.8
1352982915202	297.5	23.8
1352982917158	297.5	23.8
1352982919144	297.5	23.8
1352982921151	297.5	23.8
1352982923099	297.5	23.775
1352982925088	297.5	23.8
1352982927106	297.5	23.8
1352982929044	297.5	23.8
1352982931041	297.49	23.795
1352982933077	297.5	23.775
1352982935037	297.5	23.8
1352982937005	297.5	23.8
1352982939015	297.5	23.8
1352982940968	297.5	23.775
1352982942970	297.49	23.815
1352982944972	297.48	23.795
1352982946937	297.48	23.795
1352982948905	297.49	23.795
1352982950922	297.49	23.775
1352982952891	297.49	23.815
1352982954862	297.49	23.795
1352982956883	297.49	23.795
1352982958848	297.49	23.795
1352982960810	297.49	23.815
1352982962818	297.49	23.815
1352982964757	297.5	23.82
1352982966757	297.5	23.82
1352982968775	297.5	23.82
1352982970724	297.5	23.82
1352982972703	297.5	23.8
1352982974703	297.5	23.8
1352982976656	297.5	23.8
1352982978638	297.5	23.82
1352982980679	297.49	23.795
1352982982628	297.49	23.795
1352982984632	297.49	23.815
1352982986631	297.5	23.8
1352982988598	297.5	23.8
1352982990556	297.5	23.8
1352982992593	297.5	23.82
1352982994562	297.5	23.82
1352982996510	297.5	23.82
1352982998540	297.5	23.82
1352983000480	297.5	23.82
1352983002498	297.5	23.8
1352983004487	297.5	23.8
1352983006439	297.5	23.8
1352983008419	297.5	23.82
1352983010450	297.5	23.82
1352983012376	297.5	23.82
1352983014348	297.5	23.775
1352983016383	297.5	23.82
1352983018358	297.49	23.815
1352983020324	297.49	23.795
1352983022316	297.49	23.795
1352983024277	297.5	23.82
1352983026297	297.5	23.8
1352983028279	297.5	23.8
1352983030236	297.5	23.82
1352983032228	297.5	23.82
1352983034247	297.5	23.8
1352983036183	297.5	23.8
1352983038180	297.5	23.82
1352983040186	297.5	23.82
1352983042170	297.51	23.82
1352983044141	297.51	23.82
1352983046143	297.5	23.085
1352983048102	297.5	23.8
1352983050087	297.5	23.8
1352983052090	297.5	23.8
1352983054053	297.5	23.8
1352983056035	297.5	23.775
1352983058033	297.5	23.775
1352983059971	297.5	23.8
1352983061973	297.5	23.8
1352983063975	297.5	23.8
1352983065930	297.5	23.755
1352983067908	297.5	23.8
1352983069933	297.5	23.775
1352983071893	297.5	23.8
1352983073899	297.5	23.8
1352983075901	297.5	23.8
1352983077857	297.5	23.8
1352983079808	297.5	23.775
1352983081858	297.49	23.775
1352983083822	297.5	23.82
1352983085761	297.5	23.82
1352983087808	297.5	23.8
1352983089739	297.5	23.8
1352983091710	297.51	23.78
1352983093739	297.51	23.82
1352983095676	297.51	23.82
1352983097663	297.51	23.8
1352983099648	297.52	23.8
1352983101630	297.51	23.8
1352983103626	297.52	23.8
1352983105607	297.52	23.8
1352983107575	297.52	23.8
1352983109555	297.53	23.82
1352983111576	297.51	23.8
1352983113525	297.53	23.82
1352983115492	297.53	23.82
1352983117512	297.53	23.8
1352983119457	297.53	23.82
1352983121474	297.53	23.82
1352983123442	297.53	23.82
1352983125413	297.53	23.8
1352983127415	297.54	23.8
1352983129391	297.54	23.8
1352983131374	297.54	23.78
1352983133326	297.54	23.78
1352983135362	297.54	23.8
1352983137311	297.54	23.8
1352983139312	297.55	23.805
1352983141298	297.55	23.805
1352983143258	297.54	23.8
1352983145240	297.54	23.8
1352983147227	297.54	23.8
1352983149214	297.54	23.8
1352983151187	297.55	23.805
1352983153198	297.55	23.805
1352983155153	297.55	23.805
1352983157134	297.55	23.765
1352983159139	297.55	23.785
1352983161098	297.55	23.785
1352983163079	297.55	23.765
1352983165082	297.55	23.805
1352983167043	297.55	23.785
1352983169045	297.55	23.805
1352983171069	297.55	23.785
1352983173019	297.55	23.785
1352983174989	297.55	23.785
1352983177013	297.55	23.785
1352983178940	297.55	23.785
1352983180924	297.56	23.805
1352983182935	297.56	23.765
1352983184891	297.55	23.785
1352983186894	297.55	23.785
1352983188876	297.56	23.765
1352983190844	297.55	23.785
1352983192827	297.56	23.765
1352983194862	297.56	23.765
1352983196797	297.57	23.805
1352983198798	297.56	23.785
1352983200787	297.56	23.785
1352983202754	297.57	23.785
1352983204745	297.57	23.745
1352983206742	297.56	23.785
1352983208683	297.56	23.785
1352983210685	297.57	23.765
1352983212690	297.57	23.785
1352983214647	297.57	23.785
1352983216649	297.57	23.785
1352983218646	297.57	23.785
1352983220619	297.57	23.765
1352983222597	297.57	23.765
1352983224633	297.58	23.745
1352983226586	297.58	23.785
1352983228570	297.58	23.785
1352983230589	297.58	23.785
1352983232547	297.57	23.785
1352983234515	297.57	23.785
1352983236524	297.58	23.785
1352983238492	297.59	23.75
1352983240465	297.59	23.75
1352983242488	297.59	23.77
1352983244437	297.58	23.785
1352983246438	297.58	23.785
1352983248444	297.59	23.77
1352983250397	297.58	23.765
1352983252373	297.59	23.79
1352983254391	297.59	23.75
1352983256324	297.59	23.79
1352983258329	297.6	23.77
1352983260342	297.59	23.79
1352983262302	297.59	23.77
1352983264307	297.59	23.75
1352983266284	297.59	23.75
1352983268263	297.59	23.77
1352983270233	297.59	23.77
1352983272247	297.59	23.77
1352983274211	297.59	23.77
1352983276185	297.59	23.77
1352983278189	297.59	23.77
1352983280148	297.59	23.77
1352983282126	297.59	23.75
1352983284142	297.59	23.77
1352983286113	297.59	23.77
1352983288101	297.58	23.785
1352983290102	297.59	23.75
1352983292072	297.58	23.765
1352983294060	297.58	23.765
1352983296077	297.59	23.77
1352983298040	297.58	23.765
1352983300009	297.57	23.765
1352983302042	297.58	23.745
1352983303982	297.57	23.765
1352983305988	297.58	23.765
1352983307981	297.58	23.765
1352983309932	297.57	23.745
1352983311919	297.58	23.785
1352983313940	297.57	23.765
1352983315871	297.58	23.745
1352983317874	297.58	23.785
1352983319874	297.58	23.765
1352983321847	297.58	23.785
1352983323825	297.59	23.77
1352983325859	297.58	23.765
1352983327798	297.58	23.785
1352983329781	297.59	23.77
1352983331788	297.59	23.77
1352983333740	297.58	23.785
1352983335730	297.58	23.785
1352983337753	297.59	23.79
1352983339695	297.59	23.79
1352983341674	297.59	23.79
1352983343675	297.59	23.79
1352983345648	297.59	23.77
1352983347637	297.59	23.77
1352983349668	297.59	23.77
1352983351605	297.59	23.77
1352983353575	297.59	23.79
1352983355603	297.58	23.765
1352983357531	297.59	23.77
1352983359529	297.59	23.79
1352983361550	297.58	23.765
1352983363519	297.59	23.77
1352983365501	297.58	23.765
1352983367499	297.59	23.79
1352983369453	297.59	23.77
1352983371434	297.59	23.77
1352983373449	297.59	23.77
1352983375380	297.59	23.77
1352983377362	297.58	23.785
1352983379373	297.58	23.785
1352983381344	297.58	23.765
1352983383310	297.58	23.765
1352983385320	297.58	23.785
1352983387273	297.58	23.765
1352983389256	297.58	23.765
1352983391298	297.59	23.81
1352983393238	297.59	23.81
1352983395219	297.58	23.785
1352983397235	297.58	23.805
1352983399205	297.57	23.805
1352983401194	297.57	23.805
1352983403164	297.57	23.805
1352983405153	297.57	23.785
1352983407150	297.58	23.785
1352983409138	297.58	23.785
1352983411096	297.57	23.805
1352983413106	297.58	23.785
1352983415087	297.58	23.785
1352983417055	297.58	23.785
1352983419051	297.57	23.805
1352983421072	297.57	23.805
1352983422994	297.57	23.805
1352983424996	297.56	23.805
1352983426981	297.56	23.805
1352983428964	297.55	23.785
1352983430934	297.55	23.785
1352983432952	297.55	23.805
1352983434920	297.55	23.805
1352983436895	297.55	23.805
1352983438932	297.55	23.805
1352983440881	297.55	23.825
1352983442852	297.55	23.805
1352983444849	297.55	23.805
1352983446823	297.55	23.805
1352983448826	297.55	23.785
1352983450817	297.55	23.825
1352983452726	297.55	23.825
1352983454758	297.55	23.825
1352983456762	297.55	23.805
1352983458693	297.55	23.805
1352983460673	297.55	23.825
1352983462707	297.55	23.825
1352983464637	297.55	23.805
1352983466630	297.54	23.78
1352983468650	297.54	23.82
1352983470584	297.54	23.82
1352983472568	297.55	23.805
1352983474567	297.55	23.825
1352983476526	297.55	23.825
1352983478522	297.55	23.805
1352983480505	297.55	23.825
1352983482480	297.55	23.825
1352983484469	297.55	23.825
1352983486468	297.55	23.805
1352983488439	297.55	23.825
1352983490416	297.56	23.805
1352983492439	297.56	23.805
1352983494382	297.56	23.805
1352983496366	297.57	23.825
1352983498382	297.56	23.825
1352983500314	297.56	23.825
1352983502282	297.57	23.825
1352983504337	297.57	23.805
1352983506243	297.57	23.825
1352983508245	297.57	23.825
1352983510240	297.57	23.805
1352983512189	297.57	23.805
1352983514179	297.57	23.825
1352983516172	297.57	23.825
1352983518137	297.57	23.765
1352983520111	297.57	23.765
1352983522124	297.57	23.825
1352983524085	297.57	23.805
1352983526061	297.57	23.825
1352983528079	297.57	23.805
1352983530030	297.57	23.805
1352983532003	297.57	23.805
1352983534055	297.57	23.805
1352983536003	297.57	23.805
1352983537972	297.57	23.805
1352983539988	297.57	23.805
1352983541957	297.57	23.785
1352983543928	297.57	23.805
1352983545944	297.57	23.785
1352983547898	297.58	23.785
1352983549863	297.58	23.785
1352983551876	297.57	23.785
1352983553862	297.58	23.805
1352983555833	297.58	23.805
1352983557853	297.57	23.785
1352983559786	297.58	23.765
1352983561772	297.58	23.785
1352983563803	297.57	23.805
1352983565757	297.59	23.81
1352983567740	297.57	23.785
1352983569741	297.57	23.785
1352983571699	297.57	23.765
1352983573662	297.57	23.765
1352983575683	297.57	23.765
1352983577653	297.57	23.765
1352983579641	297.57	23.785
1352983581640	297.57	23.785
1352983583591	297.57	23.785
1352983585559	297.57	23.785
1352983587586	297.57	23.765
1352983589539	297.57	23.765
1352983591514	297.56	23.785
1352983593530	297.57	23.785
1352983595482	297.57	23.785
1352983597488	297.57	23.785
1352983599487	297.57	23.785
1352983601439	297.57	23.785
1352983603424	297.57	23.765
1352983605429	297.56	23.785
1352983607417	297.57	23.785
1352983609384	297.57	23.805
1352983611395	297.57	23.785
1352983613354	297.57	23.785
1352983615351	297.58	23.785
1352983617333	297.58	23.785
1352983619318	297.58	23.785
1352983621284	297.58	23.805
1352983623312	297.58	23.805
1352983625232	297.58	23.805
1352983627221	297.58	23.805
1352983629232	297.59	23.79
1352983631190	297.58	23.785
1352983633175	297.58	23.785
1352983635175	297.59	23.79
1352983637143	297.59	23.77
1352983639124	297.59	23.77
1352983641139	297.58	23.785
1352983643076	297.59	23.77
1352983645063	297.59	23.79
1352983647081	297.59	23.79
1352983649048	297.59	23.77
1352983651009	297.59	23.79
1352983653026	297.59	23.77
1352983654976	297.59	23.77
1352983656953	297.58	23.765
1352983658968	297.57	23.745
1352983660941	297.57	23.745
1352983662902	297.58	23.745
1352983664933	297.58	23.745
1352983666860	297.57	23.765
1352983668862	297.57	23.765
1352983670846	297.58	23.765
1352983672820	297.58	23.765
1352983674824	297.58	23.765
1352983676802	297.57	23.765
1352983678773	297.59	23.77
1352983680734	297.59	23.77
1352983682750	297.57	23.745
1352983684701	297.57	23.765
1352983686663	297.58	23.765
1352983688696	297.58	23.785
1352983690647	297.58	23.765
1352983692632	297.58	23.765
1352983694651	297.58	23.765
1352983696606	297.58	23.745
1352983698576	297.58	23.745
1352983700599	297.58	23.765
1352983702552	297.58	23.745
1352983704555	297.58	23.745
1352983706550	297.58	23.765
1352983708533	297.58	23.765
1352983710513	297.59	23.79
1352983712520	297.58	23.785
1352983714458	297.58	23.785
1352983716459	297.58	23.785
1352983718474	297.58	23.765
1352983720438	297.58	23.765
1352983722406	297.58	23.745
1352983724417	297.58	23.745
1352983726350	297.58	23.765
1352983728342	297.58	23.765
1352983730333	297.58	23.785
1352983732315	297.58	23.745
1352983734289	297.57	23.745
1352983736284	297.57	23.765
1352983738217	297.57	23.765
1352983740208	297.57	23.765
1352983742237	297.57	23.765
1352983744188	297.57	23.745
1352983746171	297.57	23.765
1352983748143	297.57	23.765
1352983750115	297.58	23.765
1352983752096	297.58	23.765
1352983754102	297.57	23.765
1352983756076	297.58	23.765
1352983758046	297.59	23.79
1352983760067	297.58	23.785
1352983762019	297.58	23.765
1352983764003	297.59	23.77
1352983766003	297.58	23.745
1352983767967	297.58	23.745
1352983769950	297.59	23.75
1352983771972	297.58	23.745
1352983773907	297.58	23.745
1352983775913	297.59	23.77
1352983777905	297.59	23.77
1352983779860	297.58	23.745
1352983781868	297.58	23.745
1352983783896	297.58	23.765
1352983785833	297.57	23.765
1352983787819	297.58	23.765
1352983789834	297.58	23.765
1352983791788	297.58	23.765
1352983793772	297.58	23.785
1352983795792	297.57	23.765
1352983797723	297.57	23.765
1352983799725	297.57	23.765
1352983801740	297.57	23.745
1352983803664	297.57	23.745
1352983805650	297.56	23.765
1352983807651	297.56	23.745
1352983809623	297.56	23.765
1352983811589	297.57	23.765
1352983813608	297.57	23.765
1352983815582	297.57	23.765
1352983817549	297.57	23.785
1352983819548	297.57	23.785
1352983821515	297.57	23.765
1352983823503	297.57	23.765
1352983825499	297.57	23.785
1352983827461	297.57	23.785
1352983829444	297.57	23.785
1352983831445	297.57	23.785
1352983833389	297.57	23.785
1352983835383	297.57	23.785
1352983837386	297.57	23.785
1352983839327	297.57	23.805
1352983841332	297.57	23.785
1352983843327	297.57	23.785
1352983845284	297.57	23.785
1352983847282	297.59	23.79
1352983849263	297.58	23.785
1352983851244	297.58	23.785
1352983853200	297.57	23.765
1352983855214	297.57	23.765
1352983857182	297.57	23.785
1352983859174	297.57	23.785
1352983861177	297.58	23.72
1352983863127	297.58	23.72
1352983865131	297.58	23.765
1352983867130	297.57	23.745
1352983869078	297.56	23.765
1352983871063	297.57	23.785
1352983873043	297.57	23.785
1352983875019	297.57	23.765
1352983877012	297.57	23.765
1352983879021	297.57	23.765
1352983880960	297.57	23.785
1352983882947	297.56	23.785
1352983884944	297.56	23.785
1352983886906	297.56	23.785
1352983888871	297.57	23.785
1352983890892	297.57	23.785
1352983892864	297.57	23.785
1352983894845	297.57	23.765
1352983896852	297.57	23.765
1352983898821	297.57	23.785
1352983900805	297.56	23.805
1352983902809	297.57	23.765
1352983904760	297.57	23.765
1352983906750	297.57	23.765
1352983908764	297.57	23.765
1352983910694	297.57	23.765
1352983912693	297.57	23.745
1352983914703	297.56	23.785
1352983916665	297.57	23.805
1352983918653	297.57	23.785
1352983920635	297.57	23.785
1352983922603	297.57	23.765
1352983924581	297.57	23.765
1352983926598	297.56	23.765
1352983928562	297.56	23.765
1352983930558	297.57	23.765
1352983932557	297.57	23.765
1352983934493	297.57	23.765
1352983936476	297.57	23.765
1352983938497	297.56	23.785
1352983940465	297.56	23.785
1352983942422	297.56	23.785
1352983944434	297.56	23.785
1352983946377	297.56	23.785
1352983948363	297.57	23.765
1352983950379	297.57	23.765
1352983952346	297.57	23.745
1352983954313	297.56	23.765
1352983956317	297.56	23.765
1352983958303	297.57	23.765
1352983960273	297.56	23.765
1352983962296	297.56	23.765
1352983964239	297.57	23.765
1352983966246	297.57	23.785
1352983968239	297.57	23.785
1352983970187	297.57	23.785
1352983972162	297.57	23.765
1352983974177	297.57	23.765
1352983976122	297.57	23.765
1352983978107	297.57	23.765
1352983980120	297.57	23.765
1352983982073	297.57	23.765
1352983984052	297.57	23.765
1352983986079	297.57	23.765
1352983988030	297.57	23.765
1352983989999	297.57	23.785
1352983992018	297.57	23.745
1352983993969	297.57	23.745
1352983995950	297.57	23.745
1352983997955	297.57	23.745
1352983999927	297.57	23.72
1352984001926	297.57	23.72
1352984003897	297.57	23.72
1352984005887	297.57	23.745
1352984007872	297.57	23.745
1352984009875	297.57	23.72
1352984011867	297.57	23.745
1352984013824	297.57	23.745
1352984015829	297.56	23.765
1352984017828	297.57	23.765
1352984019771	297.57	23.765
1352984021801	297.57	23.745
1352984023738	297.57	23.765
1352984025737	297.57	23.765
1352984027740	297.57	23.745
1352984029678	297.57	23.745
1352984031676	297.57	23.765
1352984033678	297.57	23.765
1352984035625	297.57	23.765
1352984037622	297.58	23.765
1352984039610	297.58	23.765
1352984041583	297.58	23.765
1352984043562	297.58	23.765
1352984045587	297.58	23.745
1352984047524	297.58	23.745
1352984049506	297.58	23.765
1352984051521	297.57	23.785
1352984053460	297.57	23.785
1352984055442	297.58	23.785
1352984057435	297.58	23.745
1352984059407	297.58	23.745
1352984061410	297.58	23.765
1352984063390	297.58	23.745
1352984065357	297.59	23.75
1352984067338	297.58	23.765
1352984069357	297.58	23.72
1352984071294	297.58	23.72
1352984073297	297.58	23.72
1352984075309	297.58	23.745
1352984077259	297.58	23.745
1352984079262	297.58	23.745
1352984081259	297.58	23.765
1352984083195	297.59	23.75
1352984085181	297.58	23.765
1352984087191	297.59	23.75
1352984089153	297.58	23.745
1352984091102	297.58	23.745
1352984093145	297.58	23.72
1352984095095	297.59	23.75
1352984097061	297.59	23.75
1352984099100	297.58	23.72
1352984101033	297.58	23.72
1352984102993	297.58	23.745
1352984105034	297.58	23.745
1352984106985	297.58	23.72
1352984108978	297.58	23.72
1352984110983	297.57	23.745
1352984112937	297.57	23.745
1352984114934	297.58	23.745
1352984116931	297.57	23.745
1352984118882	297.58	23.745
1352984120889	297.58	23.745
1352984122889	297.58	23.745
1352984124843	297.57	23.745
1352984126822	297.58	23.745
1352984128820	297.58	23.745
1352984130787	297.57	23.745
1352984132783	297.57	23.72
1352984134780	297.57	23.72
1352984136743	297.58	23.745
1352984138715	297.58	23.72
1352984140698	297.58	23.72
1352984142690	297.58	23.745
1352984144644	297.58	23.745
1352984146682	297.59	23.77
1352984148602	297.59	23.77
1352984150570	297.59	23.725
1352984152589	297.58	23.745
1352984154544	297.59	23.75
1352984156527	297.58	23.745
1352984158579	297.59	23.75
1352984160531	297.59	23.705
1352984162538	297.58	23.72
1352984164508	297.58	23.72
1352984166484	297.59	23.725
1352984168434	297.59	23.725
1352984170437	297.58	23.745
1352984172407	297.58	23.72
1352984174405	297.58	23.745
1352984176383	297.58	23.745
1352984178335	297.58	23.745
1352984180315	297.58	23.745
1352984182323	297.58	23.745
1352984184281	297.57	23.72
1352984186318	297.57	23.745
1352984188322	297.57	23.745
1352984190250	297.57	23.745
1352984192269	297.57	23.745
1352984194250	297.57	23.745
1352984196229	297.57	23.745
1352984198202	297.57	23.745
1352984200196	297.57	23.72
1352984202199	297.57	23.765
1352984204151	297.57	23.765
1352984206152	297.57	23.765
1352984208105	297.57	23.765
1352984210077	297.57	23.765
1352984212117	297.58	23.765
1352984214030	297.58	23.765
1352984216060	297.58	23.765
1352984218010	297.58	23.765
1352984219998	297.57	23.745
1352984221964	297.58	23.765
1352984223956	297.58	23.765
1352984225926	297.57	23.745
1352984227909	297.59	23.75
1352984229938	297.59	23.77
1352984231888	297.59	23.77
1352984233857	297.58	23.765
1352984235891	297.59	23.75
1352984237847	297.58	23.745
1352984239837	297.59	23.75
1352984241846	297.59	23.75
1352984243800	297.59	23.75
1352984245777	297.59	23.75
1352984247830	297.59	23.75
1352984249763	297.59	23.75
1352984251751	297.58	23.72
1352984253768	297.59	23.705
1352984255719	297.59	23.705
1352984257676	297.58	23.745
1352984259668	297.59	23.725
1352984261641	297.59	23.705
1352984263648	297.59	23.705
1352984265624	297.59	23.705
1352984267633	297.58	23.72
1352984269588	297.58	23.72
1352984271618	297.59	23.725
1352984273574	297.59	23.725
1352984275546	297.59	23.705
1352984277578	297.59	23.705
1352984279534	297.59	23.705
1352984281489	297.59	23.725
1352984283489	297.59	23.725
1352984285440	297.59	23.725
1352984287478	297.6	23.725
1352984289475	297.59	23.725
1352984291417	297.59	23.725
1352984293395	297.59	23.725
1352984295401	297.59	23.705
1352984297370	297.58	23.72
1352984299331	297.59	23.705
1352984301328	297.59	23.75
1352984303303	297.58	23.7
1352984305282	297.58	23.7
1352984307296	297.59	23.75
1352984309233	297.59	23.75
1352984311234	297.58	23.72
1352984313218	297.58	23.72
1352984315188	297.58	23.7
1352984317161	297.58	23.7
1352984319206	297.57	23.72
1352984321148	297.57	23.72
1352984323135	297.57	23.7
1352984325152	297.57	23.745
1352984327097	297.56	23.72
1352984329115	297.56	23.72
1352984331095	297.56	23.72
1352984333062	297.57	23.72
1352984335033	297.57	23.72
1352984337051	297.56	23.745
1352984339011	297.56	23.745
1352984340987	297.57	23.765
1352984343003	297.57	23.745
1352984344980	297.57	23.745
1352984346951	297.57	23.745
1352984348937	297.57	23.745
1352984350924	297.57	23.72
1352984352906	297.57	23.745
1352984354908	297.57	23.745
1352984356881	297.57	23.765
1352984358855	297.57	23.765
1352984360848	297.57	23.765
1352984362829	297.58	23.785
1352984364799	297.58	23.785
1352984366814	297.58	23.765
1352984368759	297.57	23.765
1352984370756	297.57	23.765
1352984372735	297.58	23.745
1352984374701	297.58	23.745
1352984376685	297.57	23.765
1352984378685	297.57	23.765
1352984380640	297.57	23.785
1352984382630	297.57	23.765
1352984384645	297.58	23.765
1352984386609	297.58	23.765
1352984388591	297.58	23.785
1352984390597	297.58	23.765
1352984392569	297.57	23.765
1352984394554	297.57	23.765
1352984396571	297.57	23.765
1352984398524	297.57	23.765
1352984400501	297.57	23.765
1352984402514	297.57	23.765
1352984404452	297.57	23.765
1352984406464	297.57	23.765
1352984408465	297.57	23.765
1352984410400	297.57	23.765
1352984412401	297.57	23.765
1352984414402	297.57	23.765
1352984445134	297.57	23.785
1352984447118	297.57	23.785
1352984449148	297.57	23.745
1352984451103	297.57	23.745
1352984453073	297.58	23.745
1352984455077	297.58	23.745
1352984457041	297.57	23.745
1352984459029	297.57	23.765
1352984461036	297.57	23.765
1352984463007	297.58	23.765
1352984465005	297.57	23.745
1352984467002	297.57	23.745
1352984468955	297.58	23.765
1352984470938	297.58	23.785
1352984472953	297.58	23.765
1352984474920	297.58	23.765
1352984476877	297.57	23.765
1352984478888	297.57	23.785
1352984480831	297.57	23.785
1352984482833	297.57	23.765
1352984484832	297.58	23.765
1352984486800	297.58	23.785
1352984488762	297.58	23.785
1352984490762	297.59	23.77
1352984492710	297.59	23.77
1352984494714	297.59	23.79
1352984496721	297.59	23.81
1352984498690	297.59	23.77
1352984500675	297.59	23.77
1352984502673	297.59	23.77
1352984504656	297.59	23.77
1352984506620	297.59	23.77
1352984508635	297.59	23.75
1352984510575	297.59	23.77
1352984512572	297.59	23.77
1352984514548	297.59	23.77
1352984516537	297.59	23.77
1352984518529	297.59	23.77
1352984520528	297.59	23.77
1352984522489	297.59	23.77
1352984524476	297.59	23.79
1352984526478	297.59	23.77
1352984528454	297.59	23.75
1352984530433	297.59	23.77
1352984532430	297.59	23.79
1352984534400	297.59	23.79
1352984536372	297.59	23.77
1352984538393	297.59	23.79
1352984540367	297.59	23.79
1352984542334	297.59	23.79
1352984544362	297.59	23.77
1352984546303	297.59	23.77
1352984548310	297.59	23.79
1352984550293	297.59	23.79
1352984552267	297.59	23.79
1352984554249	297.59	23.77
1352984556270	297.59	23.77
1352984558211	297.59	23.77
1352984560180	297.59	23.79
1352984562199	297.59	23.77
1352984564182	297.59	23.77
1352984566144	297.58	23.785
1352984568144	297.58	23.785
1352984570103	297.58	23.785
1352984572103	297.59	23.77
1352984574104	297.59	23.77
1352984576039	297.59	23.77
1352984578035	297.59	23.79
1352984580042	297.59	23.79
1352984581995	297.58	23.765
1352984583995	297.59	23.77
1352984586008	297.59	23.75
1352984587978	297.59	23.79
1352984589932	297.59	23.79
1352984591939	297.59	23.79
1352984593913	297.59	23.79
1352984595902	297.59	23.75
1352984597904	297.59	23.75
1352984599858	297.6	23.79
1352984601861	297.59	23.77
1352984603865	297.59	23.75
1352984605827	297.59	23.75
1352984607819	297.6	23.77
1352984609816	297.6	23.77
1352984611767	297.59	23.79
1352984613750	297.59	23.77
1352984615772	297.59	23.75
1352984617740	297.6	23.79
1352984619709	297.6	23.79
1352984621734	297.6	23.79
1352984623697	297.6	23.77
1352984625640	297.6	23.77
1352984627654	297.6	23.77
1352984629604	297.6	23.77
1352984631593	297.6	23.75
1352984633594	297.6	23.75
1352984635564	297.59	23.79
1352984637555	297.6	23.79
1352984639572	297.6	23.77
1352984641543	297.6	23.79
1352984643536	297.6	23.75
1352984645545	297.6	23.77
1352984647479	297.6	23.77
1352984649472	297.59	23.77
1352984651444	297.6	23.75
1352984653425	297.59	23.77
1352984655396	297.59	23.77
1352984657401	297.59	23.77
1352984659348	297.59	23.77
1352984661340	297.59	23.77
1352984663356	297.59	23.77
1352984665309	297.59	23.75
1352984667308	297.58	23.745
1352984669287	297.58	23.745
1352984671252	297.58	23.765
1352984673251	297.59	23.77
1352984675265	297.59	23.77
1352984677218	297.59	23.77
1352984679191	297.59	23.75
1352984681181	297.59	23.75
1352984683145	297.59	23.75
1352984685115	297.59	23.75
1352984687131	297.59	23.75
1352984689084	297.59	23.75
1352984691077	297.58	23.765
1352984693106	297.59	23.77
1352984695049	297.59	23.77
1352984697012	297.59	23.77
1352984699043	297.59	23.75
1352984700979	297.59	23.75
1352984702980	297.59	23.75
1352984704988	297.58	23.785
1352984706954	297.58	23.785
1352984708935	297.58	23.745
1352984710950	297.59	23.75
1352984712907	297.59	23.75
1352984714885	297.57	23.765
1352984716905	297.58	23.765
1352984718857	297.57	23.785
1352984720833	297.57	23.785
1352984722860	297.57	23.765
1352984724826	297.57	23.765
1352984726811	297.57	23.765
1352984728805	297.57	23.745
1352984730766	297.57	23.765
1352984732736	297.57	23.765
1352984734757	297.57	23.765
1352984736720	297.57	23.765
1352984738690	297.58	23.765
1352984740708	297.57	23.785
1352984742652	297.57	23.745
1352984744645	297.57	23.745
1352984746648	297.58	23.785
1352984748592	297.58	23.785
1352984750565	297.57	23.765
1352984752581	297.58	23.765
1352984754550	297.57	23.765
1352984756516	297.57	23.765
1352984758515	297.58	23.765
1352984760464	297.58	23.785
1352984762452	297.57	23.785
1352984764488	297.57	23.785
1352984766411	297.59	23.79
1352984768411	297.58	23.765
1352984770416	297.58	23.785
1352984772379	297.58	23.805
1352984774365	297.58	23.765
1352984776356	297.58	23.765
1352984778336	297.59	23.77
1352984780320	297.59	23.79
1352984782323	297.59	23.77
1352984784282	297.59	23.77
1352984786281	297.59	23.75
1352984788300	297.59	23.77
1352984790266	297.59	23.77
1352984792244	297.59	23.77
1352984794215	297.59	23.77
1352984796207	297.58	23.765
1352984798174	297.58	23.765
1352984800179	297.59	23.79
1352984802127	297.59	23.77
1352984804129	297.58	23.785
1352984806110	297.58	23.785
1352984808084	297.58	23.745
1352984810101	297.59	23.77
1352984812098	297.58	23.785
1352984814066	297.59	23.79
1352984816025	297.59	23.79
1352984818040	297.59	23.79
1352984819996	297.59	23.79
1352984822001	297.59	23.79
1352984824017	297.58	23.765
1352984825941	297.58	23.765
1352984827935	297.59	23.77
1352984829941	297.59	23.77
1352984831884	297.59	23.77
1352984833877	297.58	23.745
1352984835865	297.58	23.745
1352984837831	297.58	23.765
1352984839839	297.58	23.765
1352984841797	297.58	23.765
1352984843799	297.57	23.765
1352984845774	297.57	23.765
1352984847788	297.57	23.765
1352984849742	297.58	23.765
1352984851728	297.59	23.77
1352984853731	297.58	23.765
