Time(dataType: Time)	Temperature(unit: K, dataType: Double)	Humidity(unit: %rF, dataType: Double)
1353007819204	297.48	23.06
1353007821154	297.47	23.06
1353007823138	297.47	23.06
1353007825155	297.47	23.06
1353007827121	297.47	23.06
1353007829109	297.47	23.08
1353007831114	297.47	23.08
1353007833087	297.47	23.06
1353007835055	297.47	23.06
1353007837076	297.47	23.06
1353007839041	297.47	23.08
1353007841037	297.47	23.06
1353007843040	297.46	23.08
1353007845008	297.46	23.06
1353007847014	297.46	23.08
1353007849021	297.46	23.08
1353007851000	297.47	23.04
1353007852993	297.47	23.06
1353007854994	297.47	23.02
1353007856957	297.47	23.08
1353007858931	297.47	23.08
1353007860945	297.47	23.06
1353007862902	297.47	23.06
1353007864895	297.47	23.06
1353007866921	297.47	23.06
1353007868863	297.47	23.06
1353007870870	297.47	23.08
1353007872875	297.47	23.06
1353007874868	297.47	23.06
1353007876830	297.47	23.04
1353007878834	297.47	23.04
1353007880811	297.47	23.04
1353007882828	297.46	23.02
1353007884827	297.46	23.02
1353007886791	297.46	23.06
1353007888785	297.46	23.06
1353007890798	297.46	23.06
1353007892769	297.46	23.06
1353007894752	297.46	23.06
1353007896780	297.46	23.04
1353007898746	297.46	23.06
1353007900760	297.46	23.06
1353007902758	297.46	23.06
1353007904757	297.45	23.06
1353007906752	297.46	23.08
1353007908751	297.46	23.08
1353007910741	297.46	23.04
1353007912722	297.45	23.08
1353007914743	297.46	23.06
1353007916692	297.46	23.08
1353007918672	297.46	23.08
1353007920700	297.47	23.08
1353007922661	297.47	23.08
1353007924660	297.45	23.06
1353007926674	297.45	23.06
1353007928646	297.46	23.06
1353007930658	297.46	23.06
1353007932665	297.46	23.08
1353007934629	297.46	23.04
1353007936628	297.46	23.06
1353007938645	297.46	23.06
1353007940612	297.46	23.06
1353007942609	297.46	23.06
1353007944632	297.46	23.06
1353007946610	297.47	23.06
1353007948608	297.47	23.06
1353007950607	297.47	23.06
1353007952581	297.47	23.06
1353007954554	297.47	23.04
1353007956567	297.47	23.02
1353007958559	297.46	23.06
1353007960552	297.46	23.06
1353007962555	297.47	23.04
1353007964522	297.46	23.06
1353007966492	297.46	23.06
1353007968524	297.46	23.06
1353007970492	297.46	23.04
1353007972483	297.46	23.02
1353007974495	297.46	23.04
1353007976473	297.46	23.04
1353007978450	297.46	23.04
1353007980441	297.46	23.04
1353007982415	297.46	23.04
1353007984399	297.46	23.04
1353007986399	297.46	23.06
1353007988369	297.46	23.06
1353007990361	297.46	23.06
1353007992357	297.46	23.06
1353007994332	297.46	23.04
1353007996314	297.46	23.06
1353007998310	297.46	23.04
1353008000263	297.46	23.04
1353008002279	297.47	23.06
1353008004278	297.46	23.06
1353008006215	297.46	23.06
1353008008198	297.46	23.06
1353008010207	297.47	23.06
1353008012176	297.47	23.06
1353008014159	297.46	23.06
1353008016191	297.47	23.04
1353008018118	297.47	23.04
1353008020097	297.46	23.06
1353008022099	297.46	23.06
1353008024080	297.47	23.04
1353008026059	297.47	23.04
1353008028074	297.46	23.04
1353008030016	297.46	23.04
1353008032004	297.46	23.06
1353008034031	297.47	23.06
1353008035973	297.46	23.06
1353008037977	297.47	23.06
1353008039978	297.47	23.04
1353008041929	297.47	23.04
1353008043914	297.47	23.06
1353008045908	297.47	23.06
1353008047895	297.47	23.06
1353008049887	297.46	23.06
1353008051887	297.47	23.06
1353008053851	297.47	23.04
1353008055824	297.47	23.06
1353008057830	297.47	23.06
1353008059797	297.47	23.06
1353008061795	297.46	23.04
1353008063802	297.46	23.04
1353008065741	297.46	23.04
1353008067738	297.46	23.04
1353008069731	297.46	23.04
1353008071689	297.46	23.06
1353008073691	297.46	23.04
1353008075709	297.46	23.04
1353008077634	297.46	23.04
1353008079624	297.46	23.04
1353008081598	297.46	23.04
1353008083570	297.45	23.04
1353008085537	297.45	23.06
1353008087562	297.45	23.08
1353008089543	297.45	23.08
1353008091542	297.47	23.06
1353008093541	297.46	23.04
1353008095519	297.46	23.04
1353008097517	297.47	23.04
1353008099547	297.45	23.04
1353008101514	297.46	23.08
1353008103525	297.46	23.06
1353008105524	297.46	23.06
1353008107490	297.46	23.06
1353008109505	297.46	23.04
1353008111537	297.46	23.06
1353008113501	297.46	23.04
1353008115494	297.46	23.04
1353008117523	297.46	23.04
1353008119487	297.45	23.04
1353008121485	297.45	23.04
1353008123516	297.45	23.04
1353008125467	297.44	23.04
1353008127484	297.45	23.04
1353008129483	297.45	23.04
1353008131481	297.45	23.06
1353008133463	297.45	23.06
1353008135492	297.45	23.04
1353008137442	297.45	23.04
1353008139442	297.44	23.04
1353008141488	297.45	23.04
1353008143472	297.45	23.04
1353008145455	297.45	23.04
1353008147487	297.44	23.04
1353008149437	297.44	23.04
1353008151436	297.44	23.06
1353008153423	297.44	23.06
1353008155385	297.46	23.04
1353008157370	297.45	23.04
1353008159400	297.44	23.04
1353008161331	297.44	23.04
1353008163310	297.45	23.06
1353008165309	297.45	23.06
1353008167279	297.45	23.06
1353008169266	297.45	23.06
1353008171269	297.45	23.06
1353008173240	297.44	23.06
1353008175219	297.45	23.08
1353008177217	297.45	23.06
1353008179172	297.45	23.06
1353008181157	297.45	23.06
1353008183183	297.45	23.04
1353008185121	297.45	23.04
1353008187130	297.45	23.06
1353008189130	297.45	23.04
1353008191065	297.44	23.04
1353008193091	297.45	23.08
1353008195090	297.45	23.08
1353008197050	297.45	23.08
1353008199046	297.46	23.06
1353008201037	297.46	23.04
1353008203010	297.46	23.06
1353008205012	297.46	23.08
1353008207029	297.46	23.08
1353008208978	297.46	23.06
1353008210944	297.46	23.06
1353008212980	297.46	23.08
1353008214938	297.47	23.06
1353008216908	297.47	23.06
1353008218926	297.47	23.06
1353008220883	297.47	23.08
1353008222881	297.47	23.06
1353008224877	297.47	23.08
1353008226828	297.47	23.08
1353008228831	297.47	23.08
1353008230823	297.47	23.08
1353008232790	297.47	23.08
1353008234780	297.47	23.08
1353008236783	297.47	23.06
1353008238743	297.47	23.04
1353008240745	297.47	23.04
1353008242726	297.47	23.04
1353008244699	297.47	23.08
1353008246685	297.47	23.06
1353008248673	297.47	23.06
1353008250658	297.47	23.04
1353008252657	297.48	23.06
1353008254604	297.48	23.06
1353008256611	297.47	23.06
1353008258542	297.47	23.06
1353008260580	297.48	23.06
1353008262532	297.48	23.06
1353008264540	297.47	23.04
1353008266522	297.47	23.04
1353008268487	297.48	23.04
1353008270489	297.47	23.04
1353008272507	297.47	23.06
1353008274430	297.47	23.06
1353008276434	297.47	23.06
1353008278458	297.47	23.04
1353008280440	297.47	23.04
1353008282408	297.47	23.04
1353008284371	297.47	23.04
1353008286326	297.47	23.04
1353008288307	297.47	23.06
1353008290344	297.47	23.04
1353008292302	297.47	23.06
1353008294314	297.46	23.06
1353008296278	297.46	23.06
1353008298249	297.47	23.06
1353008300239	297.48	23.06
1353008302246	297.47	23.06
1353008304191	297.47	23.06
1353008306210	297.47	23.06
1353008308160	297.47	23.06
1353008310148	297.47	23.04
1353008312139	297.47	23.04
1353008314156	297.47	23.04
1353008316092	297.47	23.04
1353008318102	297.47	23.06
1353008320093	297.47	23.06
1353008322038	297.47	23.06
1353008324022	297.47	23.04
1353008326021	297.47	23.04
1353008327992	297.47	23.06
1353008329997	297.46	23.06
1353008331996	297.46	23.04
1353008333938	297.46	23.04
1353008335940	297.46	23.06
1353008337950	297.46	23.04
1353008339923	297.46	23.04
1353008341876	297.46	23.04
1353008343893	297.46	23.06
1353008345877	297.46	23.06
1353008347832	297.46	23.06
1353008349852	297.46	23.06
1353008351798	297.46	23.06
1353008353794	297.46	23.06
1353008355816	297.45	23.06
1353008357766	297.45	23.06
1353008359747	297.46	23.04
1353008361747	297.46	23.06
1353008363696	297.46	23.06
1353008365705	297.47	23.06
1353008367697	297.47	23.06
1353008369659	297.46	23.06
1353008371621	297.46	23.06
1353008373647	297.46	23.06
1353008375602	297.47	23.04
1353008377543	297.46	23.06
1353008379564	297.46	23.06
1353008381510	297.47	23.06
1353008383511	297.47	23.06
1353008385540	297.47	23.04
1353008387475	297.47	23.04
1353008389463	297.47	23.06
1353008391462	297.47	23.06
1353008393433	297.47	23.06
1353008395396	297.46	23.06
1353008397393	297.46	23.04
1353008399375	297.45	23.06
1353008401333	297.45	23.04
1353008403329	297.45	23.06
1353008405285	297.44	23.04
1353008407288	297.45	23.04
1353008409284	297.45	23.06
1353008411242	297.45	23.06
1353008413247	297.44	23.06
1353008415253	297.44	23.06
1353008417210	297.45	23.06
1353008419211	297.45	23.06
1353008421232	297.44	23.06
1353008423180	297.44	23.06
1353008425173	297.44	23.06
1353008427178	297.45	23.06
1353008429175	297.45	23.06
1353008431156	297.45	23.06
1353008433171	297.45	23.08
1353008435146	297.45	23.06
1353008437127	297.44	23.06
1353008439159	297.44	23.06
1353008441127	297.44	23.06
1353008443142	297.45	23.06
1353008445171	297.44	23.06
1353008447118	297.45	23.06
1353008449114	297.45	23.06
1353008451159	297.45	23.08
1353008453124	297.46	23.06
1353008455108	297.46	23.06
1353008457154	297.45	23.06
1353008459138	297.45	23.06
1353008461105	297.45	23.06
1353008463136	297.45	23.06
1353008465101	297.45	23.08
1353008467099	297.44	23.04
1353008469130	297.44	23.08
1353008471093	297.44	23.08
1353008473086	297.44	23.08
1353008475117	297.44	23.08
1353008477076	297.44	23.08
1353008479077	297.44	23.08
1353008481079	297.44	23.08
1353008483013	297.44	23.08
1353008485014	297.44	23.08
1353008487014	297.44	23.08
1353008488963	297.44	23.06
1353008490945	297.44	23.06
1353008492962	297.44	23.08
1353008494903	297.44	23.08
1353008496906	297.44	23.08
1353008498903	297.44	23.08
1353008500873	297.44	23.08
1353008502861	297.43	23.075
1353008504843	297.43	23.075
1353008506809	297.43	23.075
1353008508798	297.44	23.1
1353008510781	297.44	23.1
1353008512784	297.44	23.08
1353008514772	297.44	23.08
1353008516756	297.43	23.075
1353008518724	297.43	23.075
1353008520701	297.44	23.08
1353008522739	297.44	23.1
1353008524691	297.44	23.1
1353008526675	297.44	23.1
1353008528677	297.44	23.1
1353008530642	297.44	23.1
1353008532621	297.44	23.1
1353008534635	297.44	23.1
1353008536578	297.44	23.1
1353008538550	297.44	23.1
1353008540565	297.44	23.1
1353008542536	297.45	23.08
1353008544514	297.44	23.1
1353008546526	297.44	23.1
1353008548495	297.44	23.08
1353008550467	297.44	23.08
1353008552482	297.45	23.1
1353008554420	297.44	23.08
1353008556405	297.44	23.08
1353008558420	297.44	23.1
1353008560400	297.45	23.08
1353008562349	297.45	23.08
1353008564362	297.45	23.1
1353008566320	297.45	23.1
1353008568313	297.45	23.12
1353008570313	297.45	23.1
1353008572263	297.45	23.1
1353008574244	297.45	23.12
1353008576240	297.46	23.1
1353008578214	297.45	23.1
1353008580179	297.46	23.12
1353008582198	297.46	23.12
1353008584163	297.46	23.1
1353008586137	297.46	23.08
1353008588166	297.47	23.1
1353008590119	297.47	23.1
1353008592101	297.47	23.08
1353008594096	297.46	23.08
1353008596067	297.45	23.08
1353008598029	297.45	23.08
1353008600034	297.45	23.08
1353008601998	297.45	23.08
1353008603992	297.44	23.06
1353008605991	297.45	23.08
1353008607940	297.44	23.08
1353008609925	297.44	23.08
1353008611927	297.44	23.08
1353008613896	297.44	23.08
1353008615904	297.45	23.1
1353008617892	297.45	23.1
1353008619862	297.45	23.1
1353008621826	297.45	23.1
1353008623869	297.44	23.08
1353008625790	297.44	23.08
1353008627769	297.45	23.1
1353008629800	297.45	23.08
1353008631748	297.44	23.08
1353008633732	297.44	23.08
1353008635706	297.45	23.1
1353008637672	297.45	23.1
1353008639657	297.45	23.1
1353008641659	297.45	23.08
1353008643646	297.46	23.08
1353008645619	297.46	23.08
1353008647634	297.46	23.08
1353008649606	297.46	23.08
1353008651554	297.46	23.08
1353008653594	297.46	23.08
1353008655531	297.46	23.08
1353008657548	297.45	23.08
1353008659529	297.46	23.08
1353008661496	297.45	23.1
1353008663479	297.45	23.08
1353008665474	297.45	23.1
1353008667457	297.44	23.1
1353008669396	297.44	23.1
1353008671430	297.45	23.1
1353008673383	297.45	23.1
1353008675380	297.45	23.1
1353008677383	297.45	23.1
1353008679315	297.44	23.1
1353008681313	297.44	23.08
1353008683317	297.45	23.12
1353008685264	297.45	23.12
1353008687257	297.45	23.1
1353008689258	297.45	23.1
1353008691222	297.44	23.08
1353008693169	297.44	23.08
1353008695163	297.44	23.08
1353008697128	297.44	23.1
1353008699136	297.44	23.12
1353008701134	297.45	23.08
1353008703061	297.45	23.08
1353008705068	297.44	23.1
1353008707079	297.44	23.12
1353008709034	297.44	23.12
1353008711021	297.44	23.1
1353008713024	297.44	23.1
1353008714992	297.44	23.12
1353008716960	297.44	23.12
1353008719000	297.44	23.1
1353008720974	297.45	23.1
1353008722924	297.45	23.1
1353008724944	297.45	23.12
1353008726911	297.45	23.12
1353008728874	297.45	23.12
1353008730882	297.45	23.12
1353008732838	297.46	23.12
1353008734846	297.46	23.12
1353008736819	297.46	23.12
1353008738772	297.46	23.12
1353008740771	297.47	23.12
1353008742780	297.47	23.145
1353008744719	297.47	23.145
1353008746683	297.47	23.1
1353008748729	297.47	23.12
1353008750681	297.47	23.12
1353008752664	297.47	23.1
1353008754656	297.47	23.1
1353008756618	297.47	23.12
1353008758585	297.47	23.12
1353008760598	297.47	23.12
1353008762585	297.47	23.1
1353008764547	297.47	23.12
1353008766563	297.47	23.12
1353008768495	297.47	23.12
1353008770500	297.47	23.1
1353008772485	297.47	23.1
1353008774439	297.47	23.1
1353008776434	297.47	23.1
1353008778459	297.47	23.12
1353008780385	297.47	23.12
1353008782377	297.47	23.1
1353008784365	297.47	23.1
1353008786345	297.47	23.1
1353008788359	297.47	23.08
1353008790359	297.47	23.1
1353008792302	297.47	23.1
1353008794293	297.47	23.12
1353008796327	297.47	23.1
1353008798225	297.47	23.1
1353008800253	297.47	23.1
1353008802213	297.47	23.1
1353008804167	297.47	23.1
1353008806158	297.47	23.12
1353008808158	297.47	23.1
1353008810114	297.47	23.145
1353008812118	297.47	23.12
1353008814133	297.47	23.12
1353008816070	297.47	23.12
1353008818090	297.47	23.12
1353008820088	297.47	23.12
1353008822014	297.47	23.1
1353008824013	297.48	23.125
1353008826035	297.47	23.1
1353008827965	297.47	23.1
1353008829971	297.47	23.1
1353008831970	297.47	23.1
1353008833941	297.47	23.1
1353008835925	297.47	23.1
1353008837936	297.47	23.1
1353008839874	297.47	23.12
1353008841878	297.47	23.1
1353008843862	297.47	23.1
1353008845850	297.47	23.1
1353008847830	297.47	23.1
1353008849839	297.47	23.1
1353008851784	297.47	23.1
1353008853750	297.47	23.1
1353008855766	297.46	23.08
1353008857718	297.46	23.08
1353008859721	297.47	23.1
1353008861714	297.47	23.1
1353008863670	297.47	23.1
1353008865674	297.48	23.125
1353008867677	297.47	23.08
1353008869644	297.47	23.08
1353008871626	297.47	23.08
1353008873629	297.48	23.105
1353008875577	297.48	23.105
1353008877565	297.47	23.1
1353008879571	297.48	23.105
1353008881520	297.48	23.105
1353008883504	297.48	23.08
1353008885515	297.48	23.08
1353008887460	297.48	23.08
1353008889440	297.47	23.08
1353008891470	297.48	23.08
1353008893397	297.48	23.08
1353008895383	297.48	23.06
1353008897396	297.48	23.06
1353008899359	297.47	23.06
1353008901347	297.48	23.08
1353008903361	297.48	23.08
1353008905307	297.48	23.08
1353008907295	297.48	23.08
1353008909317	297.47	23.08
1353008911266	297.47	23.06
1353008913260	297.47	23.08
1353008915267	297.47	23.08
1353008917225	297.47	23.08
1353008919210	297.47	23.06
1353008921225	297.47	23.08
1353008923172	297.48	23.105
1353008925136	297.48	23.105
1353008927148	297.47	23.1
1353008929104	297.48	23.08
1353008931105	297.48	23.08
1353008933115	297.47	23.1
1353008935067	297.47	23.1
1353008937038	297.48	23.08
1353008939066	297.47	23.08
1353008941012	297.47	23.08
1353008942980	297.47	23.08
1353008944989	297.47	23.1
1353008946962	297.47	23.08
1353008948946	297.48	23.08
1353008950927	297.48	23.08
1353008952886	297.47	23.08
1353008954887	297.47	23.08
1353008956905	297.48	23.105
1353008958861	297.48	23.08
1353008960835	297.48	23.08
1353008962851	297.47	23.1
1353008964795	297.48	23.105
1353008966777	297.48	23.105
1353008968792	297.47	23.1
1353008970739	297.48	23.105
1353008972726	297.48	23.105
1353008974727	297.48	23.105
1353008976683	297.48	23.105
1353008978666	297.48	23.125
1353008980661	297.48	23.105
1353008982641	297.48	23.08
1353008984588	297.48	23.08
1353008986619	297.48	23.08
1353008988564	297.48	23.08
1353008990551	297.49	23.085
1353008992534	297.48	23.08
1353008994519	297.47	23.08
1353008996502	297.47	23.08
1353008998499	297.48	23.105
1353009000466	297.48	23.105
1353009002451	297.48	23.105
1353009004444	297.48	23.105
1353009006388	297.47	23.08
1353009008368	297.48	23.08
1353009010385	297.47	23.1
1353009012338	297.48	23.08
1353009014335	297.47	23.08
1353009016329	297.48	23.105
1353009018290	297.48	23.08
1353009020296	297.48	23.105
1353009022319	297.48	23.105
1353009024264	297.49	23.105
1353009026241	297.49	23.105
1353009028253	297.48	23.08
1353009030170	297.48	23.08
1353009032171	297.49	23.105
1353009034202	297.49	23.085
1353009036140	297.49	23.085
1353009038111	297.48	23.06
1353009040130	297.48	23.08
1353009042082	297.48	23.08
1353009044085	297.48	23.08
1353009046080	297.48	23.08
1353009048045	297.48	23.08
1353009050040	297.47	23.08
1353009052037	297.47	23.1
1353009053990	297.47	23.1
1353009055968	297.48	23.08
1353009057965	297.48	23.08
1353009059920	297.48	23.105
1353009061925	297.48	23.125
1353009063905	297.48	23.125
1353009065880	297.47	23.1
1353009067850	297.47	23.1
1353009069851	297.47	23.1
1353009071818	297.47	23.1
1353009073805	297.46	23.08
1353009075819	297.48	23.105
1353009077755	297.48	23.105
1353009079754	297.47	23.1
1353009081789	297.47	23.1
1353009083718	297.47	23.1
1353009085695	297.47	23.1
1353009087709	297.47	23.1
1353009089684	297.47	23.12
1353009091651	297.46	23.145
1353009093665	297.47	23.12
1353009095623	297.47	23.12
1353009097601	297.47	23.1
1353009099598	297.47	23.1
1353009101535	297.47	23.12
1353009103546	297.47	23.1
1353009105561	297.47	23.1
1353009107506	297.46	23.08
1353009109485	297.46	23.08
1353009111504	297.45	23.1
1353009113439	297.45	23.1
1353009115414	297.46	23.1
1353009117421	297.46	23.12
1353009119373	297.46	23.12
1353009121389	297.46	23.12
1353009123389	297.45	23.12
1353009125338	297.46	23.145
1353009127313	297.47	23.165
1353009129333	297.47	23.165
1353009131262	297.47	23.12
1353009133252	297.47	23.145
1353009135256	297.47	23.12
1353009137206	297.47	23.12
1353009139198	297.47	23.145
1353009141211	297.47	23.12
1353009143168	297.47	23.12
1353009145168	297.47	23.12
1353009147165	297.47	23.12
1353009149106	297.47	23.12
1353009151072	297.47	23.12
1353009153090	297.47	23.12
1353009155049	297.47	23.12
1353009157043	297.46	23.12
1353009159031	297.46	23.12
1353009160995	297.47	23.12
1353009162946	297.46	23.145
1353009165018	297.47	23.12
1353009166912	297.47	23.12
1353009168857	297.47	23.12
1353009170893	297.47	23.145
1353009172875	297.47	23.12
1353009174852	297.47	23.145
1353009176822	297.47	23.145
1353009178785	297.47	23.12
1353009180769	297.46	23.12
1353009182794	297.47	23.145
1353009184737	297.47	23.12
1353009186717	297.47	23.145
1353009188733	297.47	23.145
1353009190662	297.47	23.145
1353009192674	297.47	23.145
1353009194650	297.47	23.145
1353009196599	297.46	23.145
1353009198597	297.45	23.12
1353009200578	297.45	23.12
1353009202575	297.46	23.145
1353009204558	297.46	23.145
1353009206524	297.46	23.145
1353009208503	297.46	23.145
1353009210475	297.46	23.165
1353009212487	297.46	23.145
1353009214439	297.46	23.145
1353009216414	297.46	23.165
1353009218431	297.47	23.145
1353009220366	297.46	23.145
1353009222361	297.46	23.165
1353009224360	297.46	23.145
1353009226358	297.46	23.145
1353009228313	297.47	23.145
1353009230326	297.47	23.145
1353009232258	297.47	23.145
1353009234263	297.47	23.145
1353009236275	297.46	23.145
1353009238243	297.46	23.145
1353009240214	297.46	23.145
1353009242218	297.47	23.165
1353009244202	297.46	23.145
1353009246165	297.47	23.145
1353009248181	297.47	23.145
1353009250115	297.47	23.165
1353009252116	297.46	23.165
1353009254148	297.47	23.145
1353009256063	297.47	23.145
1353009258061	297.47	23.145
1353009260083	297.47	23.145
1353009262021	297.47	23.145
1353009264011	297.47	23.145
1353009265999	297.47	23.145
1353009267963	297.47	23.145
1353009269947	297.47	23.165
1353009271957	297.47	23.165
1353009273907	297.47	23.165
1353009275894	297.47	23.165
1353009277907	297.47	23.165
1353009279854	297.47	23.165
1353009281814	297.47	23.165
1353009283833	297.48	23.145
1353009285799	297.48	23.17
1353009287779	297.48	23.145
1353009289761	297.48	23.145
1353009291715	297.48	23.17
1353009293713	297.47	23.145
1353009295740	297.49	23.125
1353009297665	297.48	23.145
1353009299637	297.48	23.145
1353009301668	297.48	23.17
1353009303604	297.47	23.165
1353009305590	297.47	23.165
1353009307595	297.49	23.15
1353009309563	297.48	23.145
1353009311531	297.48	23.145
1353009313554	297.49	23.125
1353009315469	297.49	23.125
1353009317471	297.48	23.125
1353009319487	297.48	23.125
1353009321443	297.48	23.125
1353009323406	297.48	23.145
1353009325409	297.48	23.145
1353009327370	297.48	23.145
1353009329336	297.48	23.145
1353009331341	297.48	23.145
1353009333297	297.48	23.125
1353009335290	297.47	23.12
1353009337276	297.48	23.125
1353009339243	297.48	23.125
1353009341230	297.48	23.125
1353009343239	297.48	23.125
1353009345189	297.48	23.125
1353009347170	297.48	23.125
1353009349170	297.48	23.145
1353009351119	297.48	23.17
1353009353104	297.48	23.145
1353009355121	297.48	23.145
1353009357084	297.48	23.17
1353009359080	297.48	23.145
1353009361063	297.48	23.145
1353009363014	297.48	23.145
1353009365017	297.47	23.145
1353009367015	297.47	23.145
1353009368954	297.47	23.145
1353009370953	297.47	23.145
1353009372969	297.47	23.165
1353009374921	297.47	23.165
1353009376885	297.47	23.145
1353009378877	297.48	23.17
1353009380847	297.47	23.145
1353009382833	297.47	23.145
1353009384837	297.47	23.145
1353009386803	297.47	23.145
1353009388789	297.47	23.12
1353009390785	297.47	23.145
1353009392770	297.47	23.12
1353009394757	297.47	23.12
1353009396755	297.47	23.12
1353009398701	297.47	23.12
1353009400679	297.47	23.12
1353009402697	297.46	23.145
1353009404639	297.46	23.145
1353009406636	297.47	23.145
1353009408653	297.47	23.145
1353009410573	297.46	23.145
1353009412572	297.47	23.145
1353009414569	297.47	23.145
1353009416541	297.47	23.145
1353009418511	297.47	23.145
1353009420529	297.47	23.145
1353009422500	297.47	23.145
1353009424471	297.47	23.145
1353009426478	297.47	23.145
1353009428415	297.47	23.145
1353009430418	297.46	23.145
1353009432413	297.46	23.145
1353009434378	297.46	23.145
1353009436352	297.46	23.145
1353009438377	297.46	23.145
1353009440312	297.46	23.165
1353009442305	297.46	23.145
1353009444301	297.47	23.145
1353009446265	297.47	23.145
1353009448228	297.47	23.165
1353009450260	297.47	23.145
1353009452199	297.47	23.145
1353009454183	297.47	23.165
1353009456199	297.47	23.145
1353009458149	297.47	23.145
1353009460145	297.47	23.165
1353009462129	297.47	23.145
1353009464104	297.47	23.165
1353009466086	297.47	23.145
1353009468079	297.47	23.145
1353009470048	297.47	23.145
1353009472021	297.46	23.145
1353009474042	297.46	23.145
1353009475982	297.47	23.145
1353009477951	297.46	23.145
1353009479963	297.47	23.165
1353009481916	297.46	23.145
1353009483905	297.46	23.145
1353009485915	297.46	23.145
1353009487869	297.46	23.12
1353009489831	297.46	23.145
1353009491867	297.46	23.165
1353009493806	297.46	23.165
1353009495809	297.46	23.145
1353009497811	297.47	23.145
1353009499744	297.47	23.145
1353009501727	297.46	23.165
1353009503743	297.47	23.165
1353009505714	297.47	23.165
1353009507674	297.47	23.165
1353009509699	297.47	23.165
1353009511638	297.47	23.165
1353009513617	297.47	23.165
1353009515619	297.47	23.165
1353009517588	297.47	23.165
1353009519589	297.47	23.145
1353009521566	297.47	23.165
1353009523550	297.47	23.145
1353009525508	297.47	23.165
1353009527517	297.47	23.165
1353009529468	297.47	23.165
1353009531430	297.47	23.145
1353009533486	297.47	23.145
1353009535420	297.47	23.145
1353009537399	297.47	23.165
1353009539403	297.47	23.145
1353009541366	297.47	23.165
1353009543363	297.47	23.165
1353009545346	297.47	23.165
1353009547331	297.47	23.145
1353009549315	297.47	23.165
1353009551318	297.47	23.165
1353009553271	297.47	23.165
1353009555265	297.47	23.165
1353009557268	297.47	23.165
1353009559236	297.47	23.165
1353009561217	297.47	23.165
1353009563213	297.47	23.145
1353009565170	297.46	23.165
1353009567132	297.47	23.145
1353009569167	297.46	23.145
1353009571097	297.47	23.145
1353009573093	297.47	23.145
1353009575097	297.47	23.145
1353009577060	297.46	23.145
1353009579025	297.47	23.165
1353009581051	297.46	23.145
1353009583009	297.46	23.165
1353009584982	297.46	23.145
1353009586979	297.46	23.145
1353009588950	297.46	23.165
1353009590919	297.46	23.165
1353009592933	297.46	23.165
1353009594886	297.46	23.145
1353009596876	297.46	23.145
1353009598857	297.46	23.165
1353009629224	297.46	23.165
1353009631212	297.46	23.185
1353009633241	297.47	23.185
1353009635206	297.46	23.165
1353009637158	297.46	23.165
1353009639177	297.46	23.165
1353009641132	297.46	23.185
1353009643138	297.46	23.165
1353009645145	297.46	23.165
1353009647094	297.46	23.185
1353009649080	297.45	23.165
1353009651060	297.46	23.165
1353009653041	297.46	23.185
1353009655011	297.46	23.185
1353009657025	297.46	23.165
1353009659010	297.45	23.165
1353009660958	297.45	23.165
1353009662969	297.44	23.145
1353009664932	297.45	23.165
1353009666902	297.44	23.165
1353009668912	297.44	23.165
1353009670880	297.45	23.185
1353009672847	297.45	23.185
1353009674868	297.45	23.185
1353009676835	297.45	23.185
1353009678805	297.44	23.165
1353009680828	297.45	23.185
1353009682794	297.44	23.185
1353009684747	297.44	23.185
1353009686760	297.44	23.205
1353009688731	297.44	23.205
1353009690718	297.44	23.185
1353009692699	297.44	23.185
1353009694668	297.45	23.205
1353009696648	297.45	23.185
1353009698636	297.45	23.185
1353009700608	297.45	23.205
1353009702599	297.45	23.205
1353009704580	297.45	23.205
1353009706535	297.45	23.205
1353009708516	297.45	23.185
1353009710549	297.46	23.205
1353009712495	297.46	23.205
1353009714470	297.45	23.185
1353009716483	297.46	23.205
1353009718468	297.46	23.205
1353009720419	297.46	23.225
1353009722437	297.46	23.225
1353009724384	297.47	23.205
1353009726371	297.47	23.205
1353009728390	297.46	23.185
1353009730353	297.47	23.205
1353009732334	297.47	23.205
1353009734354	297.46	23.205
1353009736304	297.46	23.205
1353009738310	297.46	23.205
1353009740312	297.46	23.185
1353009742280	297.46	23.185
1353009744245	297.46	23.185
1353009746244	297.47	23.205
1353009748202	297.47	23.205
1353009750176	297.46	23.205
1353009752189	297.46	23.205
1353009754132	297.46	23.205
1353009756120	297.46	23.185
1353009758147	297.46	23.165
1353009760075	297.46	23.165
1353009762055	297.46	23.185
1353009764080	297.45	23.205
1353009766062	297.45	23.205
1353009768011	297.45	23.205
1353009770044	297.46	23.185
1353009771982	297.46	23.185
1353009774000	297.45	23.205
1353009775990	297.45	23.205
1353009777962	297.45	23.205
1353009779951	297.46	23.185
1353009781928	297.46	23.185
1353009783903	297.46	23.205
1353009785888	297.46	23.205
1353009787889	297.46	23.205
1353009789872	297.47	23.225
1353009791822	297.47	23.225
1353009793805	297.46	23.185
1353009795787	297.46	23.185
1353009797767	297.46	23.165
1353009799758	297.46	23.205
1353009801758	297.46	23.185
1353009803730	297.46	23.185
1353009805715	297.46	23.185
1353009807692	297.46	23.205
1353009809660	297.46	23.205
1353009811664	297.46	23.205
1353009813668	297.46	23.205
1353009815622	297.46	23.205
1353009817634	297.46	23.185
1353009819588	297.46	23.185
1353009821591	297.45	23.185
